0.2336,-0.2616,9.364,-4.483,3.007,-0.722,78.0934,70.4943,11.1035,3
1.3154,0.0693,8.346,1.871,1.962,-0.734,68.2861,60.9801,12.9086,2
-0.6841,-0.5189,11.018,1.531,-0.658,-0.657,53.0897,46.3041,17.1182,3
0.6597,-0.2709,10.146,-2.327,2.74,-1.073,49.2231,42.6396,18.6536,3
0.7154,0.9248,9.982,0.963,-1.5,-1.144,49.2661,42.2505,18.4783,1
0.5458,1.1851,10.174,-0.315,-2.142,-3.483,39.8414,33.6378,23.6633,3
1.9548,1.1683,9.768,-2.757,0.079,-0.137,217.9393,209.7602,3.7614,3
0.0236,0.562,12.021,-0.642,6.642,-1.02,207.6765,199.5333,3.9567,2
0.417,-0.5429,8.685,7.698,-10.108,-0.727,200.0816,191.9301,4.1088,3
-1.6049,0.6439,10.323,0.343,3.237,5.933,182.4887,174.3938,4.5241,2
-0.3805,2.3313,8.96,-5.496,2.351,-0.856,175.0236,167.0324,4.7403,2
1.0927,-0.137,8.651,-0.837,-3.278,-1.833,166.4946,158.5295,4.9941,1
-0.1476,0.4479,9.908,-3.802,1.933,-0.124,166.0279,158.0446,5.0052,3
-0.0133,1.6095,10.931,-1.514,0.548,-0.784,150.5725,142.5558,5.527,1
0.4262,-0.6045,8.766,-0.113,2.461,-0.414,136.5795,128.6289,6.126,2
-0.2613,-0.3261,8.796,-1.85,1.234,-0.241,119.9927,112.0743,7.0117,1
2.4197,-1.8229,8.671,2.216,-4.755,-0.531,108.3949,100.6023,7.8259,1
1.4598,-0.3601,10.142,-4.897,2.944,0.514,114.1195,106.3869,7.4333,2
-0.606,-0.5885,10.88,-0.53,-3.78,0.305,104.2625,96.5205,8.1628,2
0.0104,-1.3072,10.504,2.176,-0.432,-0.386,87.4047,79.8312,9.8687,3
0.2597,-0.2357,9.364,-4.483,3.007,-0.722,78.0934,70.4943,11.1035,3
1.301,0.2064,8.346,1.871,1.962,-0.734,68.2861,60.9801,12.9086,2
-0.6261,-0.5876,11.018,1.531,-0.658,-0.657,53.0897,46.3041,17.1182,3
0.6844,-0.2005,10.146,-2.327,2.74,-1.073,49.2231,42.6396,18.6536,3
0.6148,0.9945,9.982,0.963,-1.5,-1.144,49.2661,42.2505,18.4783,1
0.4189,1.2356,10.174,-0.315,-2.142,-3.483,39.8414,33.6378,23.6633,3
1.822,1.3662,9.768,-2.757,0.079,-0.137,217.9393,209.7602,3.7614,3
0.0546,0.5768,12.3816,-0.642,6.642,-1.02,207.6765,199.5333,3.9567,2
0.3996,-0.5809,8.9456,7.698,-10.108,-0.727,200.0816,191.9301,4.1088,3
-1.6161,0.7488,10.6327,0.343,3.237,5.933,182.4887,174.3938,4.5241,2
-0.2657,2.4184,9.2288,-5.496,2.351,-0.856,175.0236,167.0324,4.7403,2
1.1165,-0.1998,8.9105,-0.837,-3.278,-1.833,166.4946,158.5295,4.9941,1
-0.1277,0.4686,10.2052,-3.802,1.933,-0.124,166.0279,158.0446,5.0052,3
0.0731,1.6562,11.2589,-1.514,0.548,-0.784,150.5725,142.5558,5.527,1
0.4058,-0.6448,9.029,-0.113,2.461,-0.414,136.5795,128.6289,6.126,2
-0.2863,-0.3214,9.0599,-1.85,1.234,-0.241,119.9927,112.0743,7.0117,1
2.3906,-2.0054,8.9311,2.216,-4.755,-0.531,108.3949,100.6023,7.8259,1
1.4822,-0.4491,10.4463,-4.897,2.944,0.514,114.1195,106.3869,7.4333,2
-0.6551,-0.5727,11.2064,-0.53,-3.78,0.305,104.2625,96.5205,8.1628,2
-0.0597,-1.3452,10.8191,2.176,-0.432,-0.386,87.4047,79.8312,9.8687,3
0.2544,-0.2565,9.6449,-4.483,3.007,-0.722,78.0934,70.4943,11.1035,3
1.3493,0.1421,8.5964,1.871,1.962,-0.734,68.2861,60.9801,12.9086,2
-0.6757,-0.5706,11.3485,1.531,-0.658,-0.657,53.0897,46.3041,17.1182,3
0.6932,-0.2431,10.4504,-2.327,2.74,-1.073,49.2231,42.6396,18.6536,3
0.686,0.9898,10.2815,0.963,-1.5,-1.144,49.2661,42.2505,18.4783,1
0.4975,1.2484,10.4792,-0.315,-2.142,-3.483,39.8414,33.6378,23.6633,3
1.9477,1.3071,10.061,-2.757,0.079,-0.137,217.9393,209.7602,3.7614,3
0.0514,0.5432,11.6604,-0.642,6.642,-1.02,207.6765,199.5333,3.9567,2
0.3764,-0.5471,8.4244,7.698,-10.108,-0.727,200.0816,191.9301,4.1088,3
-1.5219,0.7052,10.0133,0.343,3.237,5.933,182.4887,174.3938,4.5241,2
-0.2503,2.2776,8.6912,-5.496,2.351,-0.856,175.0236,167.0324,4.7403,2
1.0515,-0.1882,8.3915,-0.837,-3.278,-1.833,166.4946,158.5295,4.9941,1
-0.1203,0.4414,9.6108,-3.802,1.933,-0.124,166.0279,158.0446,5.0052,3
0.0689,1.5598,10.6031,-1.514,0.548,-0.784,150.5725,142.5558,5.527,1
0.3822,-0.6072,8.503,-0.113,2.461,-0.414,136.5795,128.6289,6.126,2
-0.2697,-0.3026,8.5321,-1.85,1.234,-0.241,119.9927,112.0743,7.0117,1
2.2514,-1.8886,8.4109,2.216,-4.755,-0.531,108.3949,100.6023,7.8259,1
1.3958,-0.4229,9.8377,-4.897,2.944,0.514,114.1195,106.3869,7.4333,2
-0.6169,-0.5393,10.5536,-0.53,-3.78,0.305,104.2625,96.5205,8.1628,2
-0.0563,-1.2668,10.1889,2.176,-0.432,-0.386,87.4047,79.8312,9.8687,3
0.2396,-0.2415,9.0831,-4.483,3.007,-0.722,78.0934,70.4943,11.1035,3
1.2707,0.1339,8.0956,1.871,1.962,-0.734,68.2861,60.9801,12.9086,2
-0.6363,-0.5374,10.6875,1.531,-0.658,-0.657,53.0897,46.3041,17.1182,3
0.6528,-0.2289,9.8416,-2.327,2.74,-1.073,49.2231,42.6396,18.6536,3
0.646,0.9322,9.6825,0.963,-1.5,-1.144,49.2661,42.2505,18.4783,1
0.4685,1.1756,9.8688,-0.315,-2.142,-3.483,39.8414,33.6378,23.6633,3
1.8343,1.2309,9.475,-2.757,0.079,-0.137,217.9393,209.7602,3.7614,3
0.103,0.61,12.071,-0.642,6.642,-1.02,207.6765,199.5333,3.9567,2
0.438,-0.514,8.735,7.698,-10.108,-0.727,200.0816,191.9301,4.1088,3
-1.519,0.777,10.373,0.343,3.237,5.933,182.4887,174.3938,4.5241,2
-0.208,2.398,9.01,-5.496,2.351,-0.856,175.0236,167.0324,4.7403,2
1.134,-0.144,8.701,-0.837,-3.278,-1.833,166.4946,158.5295,4.9941,1
-0.074,0.505,9.958,-3.802,1.933,-0.124,166.0279,158.0446,5.0052,3
0.121,1.658,10.981,-1.514,0.548,-0.784,150.5725,142.5558,5.527,1
